14000US26083980100,"Census Tract 9801, Keweenaw County, Michigan",0.014547
14000US12087980000,"Census Tract 9800, Monroe County, Florida",0.02050297
14000US06083980100,"Census Tract 9801, Santa Barbara County, California",0.03578825
14000US02198000300,"Census Tract 3, Prince of Wales-Hyder Census Area, Alaska",0.07578982
14000US47009980200,"Census Tract 9802, Blount County, Tennessee",0.08871243
14000US12119980000,"Census Tract 9800, Sumter County, Florida",0.1044155
14000US41005980000,"Census Tract 9800, Clackamas County, Oregon",0.1188366
14000US47031980100,"Census Tract 9801, Coffee County, Tennessee",0.1211604
14000US49043964203,"Census Tract 9642.03, Summit County, Utah",0.1290481
14000US21163980100,"Census Tract 9801, Meade County, Kentucky",0.1435833
